0;Lupin III x McDonald's CMs;_cjessop19_;https://myanimelist.net/profile/_cjessop19_;6;If I were Lupin, I would have ordered a Large Chicken McSpicy meal with a large vanilla thickshake and some extra BBQ sauce.Perhaps that would take me a minute to order over the speaker, but with the McDonalds app, I can order this on the way to McDonalds, or as most Aussies call it - Maccas, and have it ready for pick-up as I arrive. Such convenience. Much wow. More time to eat. Maybe I should ask Morgan Spurlock if he wants to super size his meal?There's nothing all that special about this 30 second ad. The animation is standard, the theme song for the series quietly playing in the background is great as always, you have the chemistry between Lupin, Goemon and Jigen. I couldn't ask more for a McDonalds advert.I'm salivating as I'm writing this. God help me.6/10.;Recommended
0;Toki-iro Kaima;Kamezuki;https://myanimelist.net/profile/Kamezuki;5;"This OVA is bizarre and is something that needs to be experienced (""seen"" is too light a word) to believe. From what information I've been able to gather about its release, it seems that each episode of the ""Toki-iro Kaima"" OVA was bundled with a corresponding manga volume and CD single. The idea was that you first read the manga, then watch the OVA, and then conclude your ""experience"" by listening to the CD. This set of 3 mediums of entertainment was branded as an ""Original Comic Video,"" and ""Toki-iro Kaima"" appears to be the only ""Original Comic Video"" that was ever made.As the OVA itself is only one-third of this equation, it doesn't work as a standalone piece. It's not so much an adaptation, or even advertisement of the manga, as it is a recap of it. It certainly tells a story — it's not a music video or compilation of images like ""Cipher the Video"" or ""Milk House Dreaming"" — but only the major scenes are featured in the OVA. It is assumed that the viewer has already read the manga and knows the characters and can use their memory to fill in the gaps.Despite the OVA's title, it actually covers content from the prequel manga, ""Aoi Youma-tachi,"" as well. The gist of both of these manga is that there are high-ranking spirits called ""youma"" and low-ranking ones called ""kaima."" The main characters of the prequel manga are born between a youma (a dragon spirit) and a human, and in the sequel manga, the child of one of the main characters has human, youma and kaima blood. These characters get attacked by either the youma or kaima, depending on the situation. As one would guess, the main characters also have special powers that they use to fight their attackers.Speaking of the manga brings me to another odd point about this OVA: the manga author's heavy involvement. The mangaka, Wayu Suzumiya, is credited as the director, scriptwriter, one of the character designers, theme song lyric writer, theme song performer, and voice actor for this anime. In the next episode previews at the end of each OVA, characters even break the fourth wall to talk to her. Ex: ""Suzumiya-sensei, what's going to happen to me in the next episode?"" etc. The final episode has a short extra anime at the end that introduces the author as a character, with one scene showing another staff member praising Suzumiya for her performance of the OVA's theme songs, and another that shows her wanting to skip out on writing manga drafts. There's a long message signed by her at the very end thanking the viewers and particularly the staff for their support, noting that it was her ""directorial debut"" and she caused a lot of trouble for the staff. She also states that the production schedule was intense and she was worried that they wouldn't be able to finish in time. I've seen some anime with similar messages at the end before, but never to this extent. It added a uniquely personal touch to the OVA. And how many other OVAs are out there that were directed by manga authors?That brings me to the next point: the technical aspects of this OVA. Judging by the direction of this OVA, I think I can understand why most manga authors don't moonlight as directors. The pacing and scene transitions are bad, and there are awkward shots galore. But the worst part of this OVA, and what I will remember most about it, is the dialogue. The dialogue in ""Toki-iro Kaima"" is, bar none, the most terrible I've ever heard in an anime. There is no subbed version available, but the conversations are so odd that even if there were subs, viewers would probably think they were machine translated or randomly generated. As an example, here is a roughly translated example of a conversation between two cousins that have romantic feelings for each other (we'll get into that aspect later):Boy: Don't worry. I don't like girls who weigh more than I do.Girl: It's only about the difference of one hamburger!Boy: Oh, do hamburgers these days weigh 1 or 2 kilograms?Girl: Why do you always have to be like this?! I hate you! *runs out of the room*Boy: *sitting in the dark in an empty room* Thank you.All four episodes are full of awkward conversations like this. There are even some that are so casually explicit that they made me do a double take, like this exchange between a mother and daughter who are waiting for the son (brother), who is late in coming home for dinner:Sister: Where is (her brother)? I bet he's having sex right now!Mother: Well, as long as I don't become a grandmother, I'm OK with that.And then there's this gem of cringe, between one of the main characters and a mysterious female transfer student, who, mid-conversation, suddenly bites the main character in the arm and sucks his blood:Weirdo: I'm sorry; did that hurt? I do that without thinking to people I like.Main character: That's a dumb habit.Weirdo: Is it? *licks lips*The dialogue goes beyond being merely cliche or poorly written; it's on a whole other level. I wouldn't venture to say it's in the ""so bad it's good"" territory, though, because at least the dialogue would be enjoyable if it were. It's almost like an AI or an alien learned how to write conversations by watching a bunch of anime, and this was the output. It all sounds vaguely non-human.I could go on longer about the dialogue, but I think I've made my point, so I will move ahead to cover the other aspects. The character designs are generic — nothing special. The animation is not good, but I've seen worse. The voice acting is decent, but it's wasted on the bad dialogue. The music is... not bad. The background music is done by Kaoru Wada, a well-known composer who created the iconic soundtrack for ""Inuyasha,"" amongst others. I believe this was the first anime he scored. While relatively unrefined at this stage, the music is reminiscent of his later works. The theme music, as mentioned, is largely written and sung by the mangaka, at times with duets with male singers/voice actors. These songs aren't bad, but sometimes they don't fit the scenes they're in that well. (In addition to ending themes, some of the songs are inserts.)A brief note about the plot: since this wasn't intended to be viewed independently of the manga, it's hard to evaluate. I will say that despite being disjointed and lacking information, the plot does go from point A to point B, and the story is generic enough that it's not difficult to follow along and predict what's going to happen. Since the runtime of each episode is only 20 minutes, the episodes are relatively easy to digest, but neither the story nor the characters are that interesting.As for objectionable content, there is surprisingly plenty. There's a sex scene involving a teacher and her underage student, there's a (very unnecessary) nude scene of a teenage girl taking a shower, and there are a number of spoken lines in the OVA referencing sexual content. In episodes 3 and 4, we are introduced to 2 cousins who are living together, and they are heavily hinted at being attracted romantically to each other, and are put in a suggestive position at one point. There is violence, but not as much as one would expect in an OVA like this. There are a couple of Go Nagai-esque demon transformations, some blood, some background characters getting killed off-screen, etc. But most of the demons just disintegrate when the main character looks at them (seriously), so the grotesque aspects are kept to a minimum.This was a difficult OVA to rate due to its nature. As something to enjoy for plot, animation or character development, this gets a hard pass. The objectionable content also makes this hard to recommend to a general audience. But if you want to watch something one-of-a-kind — a supplement to a manga that literally has the mangaka's name written all over it, and unbelievably strange dialogue, then this is a must see.";Mixed Feelings
0;Drill;ejala;https://myanimelist.net/profile/ejala;5;"Where does one draw the line between animation and film editing? Takashi Ito's works beg that question. From the DVD compilation Itou Takashi Eiga Sakuhin Shuu, about half of the films have been added to the database here by someone. Half haven't. Having watched films from both categories, I can't see much difference between the two.As to Drill, like many of this director's others, it has no sound or characters, and consists of live-action stills. This time the scene appears to be the shoe lockers and surrounding halls of a school. This is a guess, they could just as easily be filing cabinets in an office. Frankly, I'm not sure it matters. The reason you see such a low score for this film over in the stats is likely because narratively, nothing happens. The camera pans about the motionless scene for awhile. Then the director starts playing with perspective. Things become distorted to the point of abstraction, then the film ends.So, why the comparably high score on my part? Well, it's not bad for what it is: an experiment in image manipulation and film technique. I was never a film student, so I can't say if this was particularly innovative, but it had some visual interest. Comparing films like this to traditional mainstream anime such as Attack on Titan isn't comparing apples to oranges, it's comparing apples to monkey wrenches. They have nothing in common save being film from Japan. It's like asking someone to compare Ben-Hur with a flash video off Youtube; you simply cannot judge them on the same scale. That being said, I cannot whole-hardheadedly recommend you watch this. Despite the virtues I've extolled, it's still rather boring. Unless you are a student of film-making, or have a great deal of interest in experimental films, you might be better off investing five of your minutes elsewhere.";Mixed Feelings
0;Start;Argyrodite;https://myanimelist.net/profile/Argyrodite;2;Does it have an interesting small story? Is the animation good? No and no. One of those could have been it's redeeming watch value, considering other animated commercials that have been a showcase of good animation like Studio Colorido's work.The promotion of the city is not organically woven into the commercial itself, and feels very unnaturally delivered in a long monologue exposition. There's almost no animation beyond mouths moving. The art itself is passable,the character design serve it's purpose, the characters are not unsympathetic.Some of the target audience might look Machida up, so I guess it may serve it's purpose that way. However, using anime as a medium didn't really add any value here. Not worth watching for the artistic content.;Not Recommended
0;Mini Moni Yaru no da Pyon!;Marihyper999;https://myanimelist.net/profile/Marihyper999;10;Undoubtedly, according to me an anime that has no bad point here, because as this anime I enjoyed to the fullest to my point of my sense of joy I found something fascinating and exceptional, because with all that and its Characters like Aibon, Yaguchi-San, Mika-Chan and my favorite Tsuji-chan (That is for me the most prettiest, beautiful and unsurpassable of the band) are girls who have been able to change part of my whole life because thanks to them, I have been able to really understand that is the value of affection, work and team collaboration and especially that we all have a child inside, well I in my experience in watching this anime series of this charming and sensational japanese band for the great pranks, jokes and fun among these characters of the series was an exception according to my point of view that is why so far I love this anime and that I at any time I see their chapters to return to have fun and enjoy as much as I listen to their cutest and lovely music, hope to see it complete again. ♥♥♥♥♥♥♥♥♥♥;Recommended
0;Mahou no Hiroba;Shimapan-chan;https://myanimelist.net/profile/Shimapan-chan;9;I did not see a review so I decided to write one.It's so sad to see such a good piece of music get such bad ratings. I feel the people rated this badly are unfamiliar with Nobukazu Takemura. Takemura this time brings us one of his jazz songs. Accompanying him is the vocalist Aki Tsuyuko. I personally prefer it when he has vocaloids do the vocals but Tsuyuko is definitely not bad. I do not listen to jazz that much but Takemura's work is excellent. I give the music a strong 9. There is not much of a story, it's just a girl playing with a blobby dude and pigs.Now about the visuals and animation which is what I believe is the culprit of the bad ratings, well actually the people who don't have prior of knowledge of Takemura are to blame. The video is in choppy, blobby, claymation. It looks like a kid made it and well that is intentional. I honestly would not be surprised if a kid did make the characters in the video. Takemura's music constantly focuses on the imagination that children have. So it makes perfect since to make it look like a kid made the video.;Recommended
0;Zhen Dao Ge: Chenshi Hang;Wolfgang_B;https://myanimelist.net/profile/Wolfgang_B;8;"Like the previous season, the plot of this movie is a revenge story. This time it is centered around a different protagonist, who was framed for his father's murder in a conspiracy to wipe out the ""Canal Gang"" which he commands. The story in this movie is good, but not quite as compelling as the previous season. That said, the movie more than makes up for this with the plethora of great fight scenes throughout the film, the entire film is almost nonstop action.The visuals and animation are as good as the previous season. The fight scenes are all very exciting, with fluid animation and great choreography. Although I generally prefer 2D over CGI, this show does a good job with its CGI. The CGI is really essential for making the fight scenes as good as they are.";Recommended
0;Feng Wei Ying Xiong;Aglon;https://myanimelist.net/profile/Aglon;8;I don't care that this anime looks like (kinda) the game, because the story itself is much deeper and more interesting. The fighting part yes - more like a game, but characters and the story are more fun. The main character minion has his own mystery and we will never know now what exactly he could do, because the season 2 stopped after first episode.I had fun with season 1 a lot. I never watched anime like this one. From 1 side it was funny and entertaining, from another side it was bloody and for adults only. The picture quality is great and I am surprised and sad that 1 more interesting story stopped and I can only guess what could happen next...;Recommended
0;Feng Wei Ying Xiong;Balabuba;https://myanimelist.net/profile/Balabuba;1;Well... it was an interesting experience?As someone who actually plays Heroes of the Storm regularly and knows fair share of Blizzard's multiverse lore I wish heroes would at least resemble their counterparts from games.I just couldn't stand seeing Valla, or so called Lenneth here, being the way she was, I wouldn't call being flustered all the time suitable for someone who is known for ferocity and hatred after loosing her home village.I do understand that creators had freedom with what they wanted to show, especially since series wasn't approved by Blizzard, however dampening characters with so much lore is kinda illogical to me, why would you want to change something that's already liked by many? While so far I've been focusing mostly on Valla, the one that struck me the most was Nova, here called Natasha, probably because they based her character solely on what's been shown in trailer that's also remade to be first episode of the series, which makes her seem so dull, lacking any characteristic other than being seductive.When it comes to the plot, it doesn't look much better, concept of underdog having some kind of special power was used so many times it's not appealing at all anymore.What I do appreciate is however overall quality of animation, while many might not like the style I do appreciate the effort, that's been put to animate it all, excluding face animations which compared to the rest are lacking.To sum it up, Feng Wei Ying Xiong is nothing special, it's interesting to see how other cultures see Blizzard's games but that's about it?Would I watch it again? Probably not.Would I recommend watching it? Well, not really. If you are really into Blizzard stuff and have too much time, go ahead watch it, be warned though, you might not like, what you'll see.;Not Recommended
0;Templex;ashemain;https://myanimelist.net/profile/ashemain;10;*SPOILERS*Dementia: a chronic or persistent disorder of the mental processes caused by brain disease or injury and marked by memory disorders, personality changes, and impaired reasoning.Truly an inspirational film from start to finish. The profundity of this masterpiece fully grasps the true meaning of dementia. The film expresses the danger of such mental illness. The illustrator does a fantastic job of depicting the main characters depression. For example as the women sadly stares through a window to a gloomy rainy sky you can instantly sense the offputting energy that the women projects. As she rips hair out of her head you start to understand the frustration that has been built up by everday society. As the show goes on it becomes increasingly chaotic depicting the different stages of dementia. Overall, I would definitely recomend this to all anime watchers to fully understand the depth of dementia.;Recommended
